No,Category,earlier_stim,later_stim,conguency,orientation,instruction,corr_resp,Instruction_stim,early_position,late_position,distance,congruency,Image,Qustion,Response,CorrAns,Path,prac_block.thisRepN,prac_block.thisTrialN,prac_block.thisN,prac_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,break1.thisRepN,break1.thisTrialN,break1.thisN,break1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,break2.thisRepN,break2.thisTrialN,break2.thisN,break2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,break3.thisRepN,break3.thisTrialN,break3.thisN,break3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,intro_1.started,intro_1.stopped,intro_2.started,intro2_resp.started,intro2_resp.keys,intro2_resp.rt,Intro_3.started,intro3_resp.started,intro3_resp.keys,intro3_resp.rt,pracintro.started,pracintro_resp.started,pracintro_resp.keys,pracintro_resp.rt,image.started,early.started,RESP.started,late.started,pracfeedback.started,pracfeedback.stopped,image.stopped,text_4.started,text_5.started,text_4.stopped,baselinerecord.started,intro_5.started,intro5_resp.started,intro5_resp.keys,intro5_resp.rt,main_image_2.started,etRecord.started,fix.started,main_image_2.stopped,fix.stopped,main_early.started,ct_resp.started,main_late.started,ct_resp.keys,ct_resp.corr,ct_resp.rt,intro.started,intro2_resp_2.started,intro2_resp_2.keys,intro2_resp_2.rt,fengjing.started,text.started,fengjing.stopped,text.stopped,key_resp.started,text_2.started,text_3.started,key_resp.keys,key_resp.corr,key_resp.rt,intro_6.started,intro5_resp_2.started,intro5_resp_2.keys,intro5_resp_2.rt,intro_3.started,intro2_resp_3.started,intro2_resp_3.keys,intro2_resp_3.rt,intro_7.started,intro2_resp_5.started,intro2_resp_5.keys,intro2_resp_5.rt,intro_4.started,intro2_resp_4.started,intro2_resp_4.keys,intro2_resp_4.rt,intro_8.started,intro2_resp_6.started,intro2_resp_6.keys,intro2_resp_6.rt,theend.started,participant,session,date,expName,psychopyVersion,frameRate,
43,Month,七月,三月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,45,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.3887553000823,1.0111023001372814,722.4782729996368,722.3947562994435,723.2777586001903,723.3779811002314,723.3779811002314,723.3779811002314,left,1,0.8227438004687428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
61,Month,七月,六月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,46,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.23549370002,1.0113310990855098,725.3273833002895,725.2438933998346,726.1270260000601,726.2270487993956,726.2270487993956,726.2270487993956,left,1,1.3407806996256113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
38,Month,十月 ,六月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,47,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.6066242000088,1.013658900745213,728.6928944000974,728.6094567002729,729.4923359993845,729.5925203002989,729.5925203002989,729.5925203002989,right,1,0.7287542996928096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
32,Month,十月 ,十一月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48,48,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.3506311997771,1.0107287000864744,731.4418337000534,731.3585026999936,732.2417252995074,732.3415305996314,732.3415305996314,732.3415305996314,up,1,0.9068280998617411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
106,Week,星期三 ,星期五,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,49,49,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.2912314999849,1.0104753002524376,734.3742148000747,734.290942300111,735.1739807995036,735.2739338995889,735.2739338995889,735.2739338995889,right,1,0.9984010998159647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.2905264999717,736.2905264999717,space,3.6053507002070546,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
,,,,,,,,,,,,,Spring 5.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.4024823000655,743.9098020996898,744.4041876001284,745.9204791001976,745.9204791001976,745.9204791001976,745.9204791001976,right,0,0.496624399907887,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
,,,,,,,,,,,,,Spring 3.jpg,这是夏天吗？,否,Right,Break_material/Image/Spring 3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.6717210998759,750.4231169000268,750.6686046998948,752.4346434995532,752.4346434995532,752.4346434995532,752.4346434995532,right,0,1.1253994992002845,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
,,,,,,,,,,,,,Spring 2.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.6524013001472,757.5700543997809,757.6496374998242,759.5823478996754,759.5823478996754,759.5823478996754,759.5823478996754,right,0,0.33079619985073805,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
,,,,,,,,,,,,,Spring 4.jpg,这是秋天吗？,否,Right,Break_material/Image/Spring 4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.1584572996944,763.918923499994,764.1643423996866,765.9305526996031,765.9305526996031,765.9305526996031,765.9305526996031,right,0,0.5978225991129875,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
,,,,,,,,,,,,,Spring 1.jpg,这是春天吗？,是,Left,Break_material/Image/Spring 1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.6182172996923,770.5321247996762,770.6288604997098,772.5450352001935,772.5450352001935,772.5450352001935,772.5450352001935,left,0,0.7351132994517684,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.3115235995501,773.3115235995501,space,2.760285099968314,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
120,Week,星期三 ,星期四,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.170912399888,0.9995611999183893,777.176808799617,777.176808799617,777.976652899757,778.0931586995721,778.0931586995721,778.0931586995721,down,1,0.7147438004612923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
27,Month,七月,九月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.8385143000633,1.0133597999811172,779.9255413999781,779.8424861002713,780.725790400058,780.8254696996883,780.8254696996883,780.8254696996883,up,1,0.7749648997560143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
3,Month,三月,七月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.629960199818,1.015018199570477,783.724697499536,783.641470500268,784.5243752002716,784.6243532998487,784.6243532998487,784.6243532998487,left,1,0.7200221000239253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
33,Month,六月,九月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.3858244000003,1.013837500475347,786.4735343996435,786.3903310997412,787.2734335996211,787.3734892997891,787.3734892997891,787.3734892997891,down,1,0.9069929998368025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
3,Month,三月,六月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.3173842001706,1.012131500057876,789.4061166997999,789.3227140996605,790.2056732997298,790.3057488994673,790.3057488994673,790.3057488994673,left,1,0.6393868997693062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
149,Week,星期六,星期四,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.9814085997641,1.0142724998295307,793.0716353999451,792.9880945999175,793.8712425995618,793.971457099542,793.971457099542,793.971457099542,up,1,1.084217700175941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
22,Month,二月,四月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.0978367999196,0.9992201002314687,796.1872865995392,796.1039038999006,796.9869077000767,797.0868416000158,797.0868416000158,797.0868416000158,up,1,0.7621857998892665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
16,Month,五月,六月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.8858382999897,1.0143611002713442,798.9695422993973,798.8862303998321,799.7694239998236,799.8694743998349,799.8694743998349,799.8694743998349,right,1,0.7312642997130752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
133,Week,星期三 ,星期二,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.6288323001936,1.011654599569738,801.7187807001173,801.6352591998875,802.5184397995472,802.6184804001823,802.6184804001823,802.6184804001823,left,1,0.878621599636972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
44,Month,八月,四月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.5246345000342,1.0132363000884652,804.6176771996543,804.5342806996778,805.417595599778,805.5174773000181,805.5174773000181,805.5174773000181,left,1,0.659315699711442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
29,Month,二月,五月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.2049399996176,1.0155458999797702,807.3001087000594,807.2168672000989,808.0999611997977,808.1997978994623,808.1997978994623,808.1997978994623,down,1,0.7759475996717811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
141,Week,星期四,星期三 ,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.0093462001532,1.0139982998371124,810.0992622999474,810.015958099626,810.899044400081,810.9991584001109,810.9991584001109,810.9991584001109,down,1,0.8582148002460599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
6,Month,六月,七月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.8960844995454,1.0109161995351315,812.9817044995725,812.8982905996963,813.7815041001886,813.8814634997398,813.8814634997398,813.8814634997398,left,1,0.8637771997600794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
2,Month,二月,四月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814.7744718994945,1.0115040997043252,815.8638988994062,815.7806917000562,816.6635894002393,816.7638210002333,816.7638210002333,816.7638210002333,left,1,0.7975837998092175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
152,Week,星期一,星期二,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.5956394998357,1.0132660996168852,818.6797482995316,818.5966282002628,819.4794036997482,819.5795213999227,819.5795213999227,819.5795213999227,down,0,0.9010632000863552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
121,Week,星期四,星期日,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.5167820993811,0.9993826001882553,821.6121225999668,821.5289198998362,822.4117956999689,822.5118137001991,822.5118137001991,822.5118137001991,up,0,0.7525439998134971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
56,Month,五月,二月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.30814609956,1.0136131001636386,824.3945826999843,824.3112212000415,825.1942697996274,825.2943896995857,825.2943896995857,825.2943896995857,down,1,0.8657708000391722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
3,Month,三月,四月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.1852180995047,1.0115098003298044,827.2767243999988,827.1935871001333,828.076534899883,828.1765666995198,828.1765666995198,828.1765666995198,left,1,0.7361535998061299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
60,Month,六月,五月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.9563873000443,1.0117068998515606,830.0426826998591,829.9593933997676,830.8424225999042,830.9423217996955,830.9423217996955,830.9423217996955,left,1,0.8263583993539214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
15,Month,六月,九月 ,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.799409000203,1.0118227005004883,832.8919974993914,832.808334399946,833.691616400145,833.7914773002267,833.7914773002267,833.7914773002267,right,1,0.9533728994429111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
27,Month,五月,六月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.7861134996638,1.0115930000320077,835.874080600217,835.7907771002501,836.6738585997373,836.7736794995144,836.7736794995144,836.7736794995144,up,1,0.779161999002099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
35,Month,五月,七月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837.5828647995368,1.0138480002060533,838.6731209000573,838.5898315999657,839.4729599002749,839.5728704994544,839.5728704994544,839.5728704994544,down,1,0.8437716001644731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
100,Week,星期四,星期六,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.4469774998724,1.0152274994179606,842.538615799509,842.455331299454,843.3382658995688,843.4382547000423,843.4382547000423,843.4382547000423,left,1,1.2099716002121568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
98,Week,星期二,星期四,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844.6822231998667,1.0116488998755813,845.7709154002368,845.6875625001267,846.570550000295,846.6705316994339,846.6705316994339,846.6705316994339,left,1,0.7379684997722507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
49,Month,六月,五月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.442327699624,1.0147259999066591,849.5363128995523,849.452927599661,850.3360379999503,850.4358674995601,850.4358674995601,850.4358674995601,right,1,0.9491580994799733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
74,Month,六月,四月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.411304499954,1.014504199847579,853.5017107995227,853.4185009999201,854.3012586999685,854.4012383995578,854.4012383995578,854.4012383995578,down,0,0.8880409002304077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
20,Month,十月 ,十二月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.325955200009,0.9991846000775695,856.4175525000319,856.3339066999033,857.2169456994161,857.3171394001693,857.3171394001693,857.3171394001693,left,0,0.9547840002924204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
138,Week,星期一,星期日,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.3043561996892,1.0157551998272538,859.399618299678,859.3163193995133,860.199445899576,860.2992618000135,860.2992618000135,860.2992618000135,left,1,0.7731729997321963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
114,Week,星期四,星期六,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.1087138997391,1.0153862005099654,863.1983931995928,863.1150420997292,863.9981690002605,864.0979532999918,864.0979532999918,864.0979532999918,up,1,0.877887899056077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
139,Week,星期三 ,星期一,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.0048096999526,1.015663200058043,866.0976956998929,866.0141612999141,866.8972704000771,866.9971824996173,866.9971824996173,866.9971824996173,down,1,0.771467899903655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
1,Month,一月,五月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,30,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.8004880994558,0.9990563001483679,868.8965178998187,868.8134022997692,869.6962452996522,869.7962017999962,869.7962017999962,869.7962017999962,left,1,0.6200858997181058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
17,Month,一月,五月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,31,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.4516062997282,1.0120166996493936,871.5455927997828,871.4622732996941,872.3454598998651,872.4453635001555,872.4453635001555,872.4453635001555,up,1,0.5865882998332381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
