No,Category,earlier_stim,later_stim,conguency,orientation,instruction,corr_resp,Instruction_stim,early_position,late_position,distance,congruency,Image,Qustion,Response,CorrAns,Path,prac_block.thisRepN,prac_block.thisTrialN,prac_block.thisN,prac_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,break1.thisRepN,break1.thisTrialN,break1.thisN,break1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,break2.thisRepN,break2.thisTrialN,break2.thisN,break2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,break3.thisRepN,break3.thisTrialN,break3.thisN,break3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,intro_1.started,intro_1.stopped,intro_2.started,intro2_resp.started,intro2_resp.keys,intro2_resp.rt,Intro_3.started,intro3_resp.started,intro3_resp.keys,intro3_resp.rt,pracintro.started,pracintro_resp.started,pracintro_resp.keys,pracintro_resp.rt,image.started,early.started,RESP.started,late.started,pracfeedback.started,pracfeedback.stopped,image.stopped,text_4.started,text_4.stopped,text_5.started,baselinerecord.started,intro_5.started,intro5_resp.started,intro5_resp.keys,intro5_resp.rt,main_image_2.started,etRecord.started,main_image_2.stopped,fix.started,fix.stopped,main_early.started,ct_resp.started,main_late.started,ct_resp.keys,ct_resp.corr,ct_resp.rt,intro.started,intro2_resp_2.started,intro2_resp_2.keys,intro2_resp_2.rt,fengjing.started,text.started,fengjing.stopped,text.stopped,key_resp.started,text_2.started,text_3.started,key_resp.keys,key_resp.corr,key_resp.rt,intro_6.started,intro5_resp_2.started,intro5_resp_2.keys,intro5_resp_2.rt,intro_3.started,intro2_resp_3.started,intro2_resp_3.keys,intro2_resp_3.rt,intro_7.started,intro2_resp_5.started,intro2_resp_5.keys,intro2_resp_5.rt,intro_4.started,intro2_resp_4.started,intro2_resp_4.keys,intro2_resp_4.rt,intro_8.started,intro2_resp_6.started,intro2_resp_6.keys,intro2_resp_6.rt,theend.started,theend.stopped,participant,session,date,expName,psychopyVersion,frameRate,
32,Month,五月,八月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,45,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.5634733999905,1.0139308999932837,731.5719190999953,731.6552297000017,732.4551537999942,732.5550163000007,732.5550163000007,732.5550163000007,down,1,0.8161675000010291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
105,Week,星期二,星期五,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,46,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.3975618999975,1.011013900002581,734.4041890999943,734.4876332999993,735.287276499992,735.3873456000001,735.3873456000001,735.3873456000001,right,1,0.6327060000039637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
69,Month,十一月 ,九月 ,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,47,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.0488661999989,1.0113306999992346,737.0535740999912,737.1367395999987,737.9364196999959,738.036401099991,738.036401099991,738.036401099991,down,1,0.8632118000095943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
36,Month,八月,四月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48,48,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.9232276999974,1.0153957000002265,739.9357663999981,740.0190846999903,740.8188026999997,740.9186876999884,740.9186876999884,740.9186876999884,right,1,0.7893135000049369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
42,Month,九月 ,六月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,49,49,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.7401114999957,1.0144435999973211,742.7515217999899,742.8349439000012,743.6347965999885,743.7347381,743.7347381,743.7347381,right,1,0.8363374000036856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.601181799997,744.601181799997,space,1.401657599999453,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
,,,,,,,,,,,,,Spring 2.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.109128799988,750.0197440999909,750.1157796999905,752.0319833999965,752.0319833999965,752.0319833999965,752.0319833999965,right,0,0.475321800011443,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
,,,,,,,,,,,,,Spring 3.jpg,这是夏天吗？,否,Right,Break_material/Image/Spring 3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.6045293999923,756.5181970999984,756.6136645999941,758.529601199989,758.529601199989,758.529601199989,758.529601199989,right,0,0.5614980000100331,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
,,,,,,,,,,,,,Spring 4.jpg,这是秋天吗？,否,Right,Break_material/Image/Spring 4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.3405248999916,763.098854099997,763.3447453999979,765.1107690999925,765.1107690999925,765.1107690999925,765.1107690999925,right,0,0.3639952999947127,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
,,,,,,,,,,,,,Spring 5.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.9858588999923,769.480630799997,769.992975199988,771.4924155999906,771.4924155999906,771.4924155999906,771.4924155999906,right,0,0.4626459000137402,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
,,,,,,,,,,,,,Spring 1.jpg,这是春天吗？,是,Left,Break_material/Image/Spring 1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.2004121999926,775.9606419999909,776.2073551999929,777.9732669999939,777.9732669999939,777.9732669999939,777.9732669999939,left,0,0.38935540000966284,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.3899392999883,778.3899392999883,space,1.1405220000015106,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
79,Month,三月,二月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.5736870999972,0.9995480999932624,780.5725450999889,780.6557777999988,781.4555536999978,781.5556225999899,781.5556225999899,781.5556225999899,up,1,0.9364041999942856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
49,Month,六月,五月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.5329360999895,1.011450199992396,783.5381480999931,783.6214103999955,784.4212265999959,784.5210481999966,784.5210481999966,784.5210481999966,right,1,0.6818158999958541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
139,Week,星期三 ,星期一,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.2257469999895,1.0149029000021983,787.2368796999945,787.3202470999968,788.1199236999964,788.2199047999893,788.2199047999893,788.2199047999893,down,1,0.8622809000080451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
18,Month,二月,六月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.1123256999999,1.0119836000085343,790.1193174999935,790.2025537000009,791.0024518999999,791.1023290999874,791.1023290999874,791.1023290999874,up,1,0.7724810000072466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
111,Week,星期一,星期四,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.9094413999992,1.0126448999944841,792.9184977999976,793.0016839000018,793.8015683999984,793.9013749000005,793.9013749000005,793.9013749000005,up,1,0.6207965999929002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
133,Week,星期三 ,星期二,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.566437299989,1.0116846000018995,795.5680618999904,795.651052199988,796.4507759999979,796.5506513,796.5506513,796.5506513,left,1,0.6755236000026343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
39,Month,六月,三月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.2592414999963,1.0147166000097059,798.2667691999959,798.3501954999956,799.1499183999986,799.2499034999928,799.2499034999928,799.2499034999928,right,1,0.6255518999969354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
1,Month,一月,五月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.9092470999894,1.0104796000086935,800.9160236999887,800.9992612999922,801.7991438999888,801.8989532999985,801.8989532999985,801.8989532999985,left,1,0.4879287000076147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
28,Month,一月,四月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.4226837999886,0.9990975999971852,803.4317844999896,803.5152612999955,804.314873700001,804.4147382999945,804.4147382999945,804.4147382999945,down,1,0.6437018000142416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
121,Week,星期四,星期日,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.0878823999956,1.0132223999971757,806.0975775999977,806.1809666999907,806.9807255999913,807.0806180999934,807.0806180999934,807.0806180999934,down,1,1.1150183999998262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
125,Week,星期四,星期一,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.2236637999886,1.0114344000030542,809.2298960999906,809.3133038999949,810.1128895000002,810.2128836999909,810.2128836999909,810.2128836999909,right,1,0.9661947999993572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
149,Week,星期六,星期四,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.2053392999951,1.0128511999937473,812.2121271999931,812.295590099995,813.0954135999928,813.1952559999918,813.1952559999918,813.1952559999918,up,1,0.8473008000000846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
16,Month,五月,六月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815.0679381999944,1.0141486000065925,816.0775584999938,816.1609434999991,816.9607263999933,817.0608527000004,817.0608527000004,817.0608527000004,right,1,0.7012987000052817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
60,Month,六月,五月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.8069025000004,1.0147899000003235,818.8100093999965,818.8933950999926,819.6933223999949,819.7931570999936,819.7931570999936,819.7931570999936,left,1,0.6660588999948232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
67,Month,七月,四月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.4870497999946,1.0131725999963237,821.4924429999955,821.5758635999955,822.3755534999946,822.4757486999879,822.4757486999879,822.4757486999879,up,1,0.7679442000080599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
112,Week,星期二,星期四,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.2895734999911,1.0106934000068577,824.2916291000001,824.3749498999969,825.1745892999897,825.2747537999967,825.2747537999967,825.2747537999967,up,1,0.6725128000107361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
141,Week,星期四,星期三 ,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.9791308999993,0.9990894000075059,826.9907062999991,827.0741061000008,827.8736092999898,827.9736705999967,827.9736705999967,827.9736705999967,down,1,0.7422681999887573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
132,Week,星期三 ,星期一,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.7508132999938,1.012364800000796,829.7564252999873,829.8399140999973,830.6395366999932,830.7392642999912,830.7392642999912,830.7392642999912,left,1,0.6958239999949001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
27,Month,七月,九月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.4690919999994,1.0111758999992162,832.4722164999985,832.5556418999913,833.3552828999964,833.4552793999901,833.4552793999901,833.4552793999901,up,1,1.2048434000025736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
44,Month,八月,四月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.699421199999,1.0149335000023711,836.7041450999968,836.7874233999901,837.5872974999947,837.6871166999917,837.6871166999917,837.6871166999917,left,1,0.6031875000044238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
27,Month,五月,六月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.33014369999,1.0129028000083053,839.3365867999964,839.4199722999911,840.219551599992,840.3195778999943,840.3195778999943,840.3195778999943,up,1,0.6829527999943821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
22,Month,二月,四月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.0294181999925,1.0111707000032766,842.0357114999933,842.1190363999922,842.9186071000004,843.0188935999904,843.0188935999904,843.0188935999904,up,1,0.5680032999953255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
147,Week,星期五,星期二,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.6256525999925,0.9991497000009986,844.6348759999964,844.7180933999916,845.5178954000003,845.6178533999919,845.6178533999919,845.6178533999919,up,1,1.0259093999920879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
6,Month,六月,七月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.6757135999942,0.9994460999878356,847.6838686999981,847.7671836999943,848.5669196999952,848.6667804999888,848.6667804999888,848.6667804999888,left,1,0.7361581000004662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
15,Month,六月,九月 ,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.441633800001,1.0134233999997377,850.4495446999936,850.5331504999922,851.3326959999977,851.4328428000008,851.4328428000008,851.4328428000008,right,1,0.8020544000028167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
48,Month,五月,四月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.2792153999908,1.012199300006614,853.2820735999994,853.3653089,854.1652878999885,854.2652374999889,854.2652374999889,854.2652374999889,right,1,0.8980672999896342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
74,Month,六月,四月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.1926879999955,1.0104270000010729,856.1974852999992,856.2809531999956,857.0807230999926,857.1808388999925,857.1808388999925,857.1808388999925,up,1,0.7023170000029495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
74,Month,九月 ,八月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.9265403999889,1.011054399990826,858.9301637999888,859.0137893999927,859.8134355999937,859.9132026000007,859.9132026000007,859.9132026000007,down,1,1.1610120999976061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
142,Week,星期六,星期四,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.1074026999995,1.0113699000066845,862.112535799999,862.1959433000011,862.9957284999982,863.0955642999907,863.0955642999907,863.0955642999907,down,1,0.8194648000062443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
138,Week,星期一,星期日,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.9522952999978,0.9990227999951458,864.9614261999959,865.0448606999998,865.8445385999948,865.9446584999969,865.9446584999969,865.9446584999969,right,0,0.6267506000003777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
41,Month,八月,九月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,30,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.5998099999997,1.01446429999487,868.6104538999934,868.6936082999891,869.4935286999971,869.5934075999976,869.5934075999976,869.5934075999976,down,1,1.1774719999957597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
114,Week,星期四,星期六,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.8055253999919,1.012757700009388,871.8092168000003,871.8925287999882,872.6922744999902,872.792437199998,872.792437199998,872.792437199998,down,0,2.473917299997993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
