No,Category,earlier_stim,later_stim,conguency,orientation,instruction,corr_resp,Instruction_stim,early_position,late_position,distance,congruency,Image,Qustion,Response,CorrAns,Path,prac_block.thisRepN,prac_block.thisTrialN,prac_block.thisN,prac_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,break1.thisRepN,break1.thisTrialN,break1.thisN,break1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,break2.thisRepN,break2.thisTrialN,break2.thisN,break2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,break3.thisRepN,break3.thisTrialN,break3.thisN,break3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,intro_1.started,intro_1.stopped,intro_2.started,intro2_resp.started,intro2_resp.keys,intro2_resp.rt,Intro_3.started,intro3_resp.started,intro3_resp.keys,intro3_resp.rt,pracintro.started,pracintro_resp.started,pracintro_resp.keys,pracintro_resp.rt,image.started,early.started,RESP.started,late.started,pracfeedback.started,pracfeedback.stopped,text_4.started,text_5.started,text_4.stopped,baselinerecord.started,intro_5.started,intro5_resp.started,intro5_resp.keys,intro5_resp.rt,main_image_2.started,etRecord.started,fix.started,main_image_2.stopped,fix.stopped,main_early.started,ct_resp.started,main_late.started,ct_resp.keys,ct_resp.corr,ct_resp.rt,intro.started,intro2_resp_2.started,intro2_resp_2.keys,intro2_resp_2.rt,fengjing.started,text.started,fengjing.stopped,text.stopped,key_resp.started,text_2.started,text_3.started,key_resp.keys,key_resp.corr,key_resp.rt,intro_6.started,intro5_resp_2.started,intro5_resp_2.keys,intro5_resp_2.rt,intro_3.started,intro2_resp_3.started,intro2_resp_3.keys,intro2_resp_3.rt,intro_7.started,intro2_resp_5.started,intro2_resp_5.keys,intro2_resp_5.rt,intro_4.started,intro2_resp_4.started,intro2_resp_4.keys,intro2_resp_4.rt,intro_8.started,intro2_resp_6.started,intro2_resp_6.keys,intro2_resp_6.rt,theend.started,theend.stopped,participant,session,date,expName,psychopyVersion,frameRate,
149,Week,星期五,星期四,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,45,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.7041866,1.0147124000068288,863.7941766999938,863.7108559999979,864.5938679000028,864.694035200002,864.694035200002,864.694035200002,up,1,1.1657271000003675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
136,Week,星期六,星期五,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,46,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.8828953999982,1.0141120000043884,866.9763695000074,866.8931671999962,867.7761086000028,867.8762539999952,867.8762539999952,867.8762539999952,left,1,1.168250300004729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
105,Week,星期二,星期五,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,47,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.078645499998,0.9991750999906799,870.1754383000007,870.0921137000041,870.9753171999982,871.0751658000008,871.0751658000008,871.0751658000008,right,1,1.305423099998734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
118,Week,星期一,星期三 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48,48,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.4168005000029,1.01155270000163,873.5076594000057,873.4244179000016,874.3075326000035,874.4074121999947,874.4074121999947,874.4074121999947,down,1,1.278342799996608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
76,Month,十一月 ,十月 ,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,49,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.715174200006,1.0149560999998357,877.8064643000034,877.722886399999,878.6061706999972,878.7059933000055,878.7059933000055,878.7059933000055,down,1,3.594886699997005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.3113872000031,883.3113872000031,space,2.7183227999921655,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
,,,,,,,,,,,,,Spring 5.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886.5149429999947,890.0403819999992,890.5186881000045,892.0516636000029,892.0516636000029,892.0516636000029,892.0516636000029,right,0,0.76882110000588,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
,,,,,,,,,,,,,Spring 4.jpg,这是秋天吗？,否,Right,Break_material/Image/Spring 4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.215795300006,896.8371370000023,897.2162451999975,898.849189099994,898.849189099994,898.849189099994,898.849189099994,right,0,2.1071564000012586,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
,,,,,,,,,,,,,Spring 2.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.0572947999972,904.9670351000022,905.0637841000062,906.9796852000072,906.9796852000072,906.9796852000072,906.9796852000072,right,0,0.7768898999929661,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
,,,,,,,,,,,,,Spring 1.jpg,这是春天吗？,是,Left,Break_material/Image/Spring 1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.8351367000068,911.7654339000073,911.8452745000031,913.7778273999938,913.7778273999938,913.7778273999938,913.7778273999938,left,0,1.1870396000012988,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
,,,,,,,,,,,,,Spring 3.jpg,这是夏天吗？,否,Right,Break_material/Image/Spring 3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915.0498090999972,918.9797482000067,919.0593471999964,920.9920626000021,920.9920626000021,920.9920626000021,920.9920626000021,left,0,1.5637595000007423,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922.5748972999936,922.5748972999936,space,1.7341853000107221,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
114,Week,星期四,星期六,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924.3678045000051,0.999557699993602,925.4406320000053,925.3741058999949,926.2402369999982,926.3403930999993,926.3403930999993,926.3403930999993,up,1,1.1448696000006748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
29,Month,二月,五月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927.5222132999988,1.0117880000034347,928.6063307999939,928.5230245000057,929.4059408999965,929.505977300003,929.505977300003,929.505977300003,down,1,0.9717023999983212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
74,Month,九月 ,八月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931.5154906000025,1.0153645000100369,932.6048614999963,932.5218032000048,933.4045091999942,933.5048438000013,933.5048438000013,933.5048438000013,down,1,2.235358100006124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
16,Month,五月,六月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935.7776111000057,0.9990247999958228,936.8701250999948,936.7869301999963,937.6699020000015,937.7698870999957,937.7698870999957,937.7698870999957,right,1,1.0751775999960955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
20,Month,十月 ,十二月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938.8756030000004,1.0145909999992,939.9691716000016,939.8857371999984,940.7688689999995,940.868796200004,940.868796200004,940.868796200004,right,1,1.2484900999988895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
112,Week,星期二,星期四,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942.146418700002,1.0150633000012022,943.2347573999941,943.1513949,944.0344113999963,944.1343967000066,944.1343967000066,944.1343967000066,up,1,1.2224894999962999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
73,Month,八月,七月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946.3919567000048,1.014638599997852,947.483338900005,947.399857999997,948.2830916000021,948.3831200000059,948.3831200000059,948.3831200000059,down,1,1.062203599998611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
139,Week,星期三 ,星期一,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949.4744908000066,1.0129323000001023,950.5658046999961,950.4822161999982,951.3654640999957,951.4654143000007,951.4654143000007,951.4654143000007,down,1,1.0511727000121027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
28,Month,一月,四月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952.5600368999949,1.0121398999908706,953.6478971999968,953.5645500000028,954.4477759999936,954.5476258000053,954.5476258000053,954.5476258000053,down,1,1.832812799999374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
133,Week,星期三 ,星期二,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956.4061104000066,1.0113251000002492,957.4966328999944,957.4132561000079,958.2963941999988,958.3964101999954,958.3964101999954,958.3964101999954,left,1,1.1353558999981033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
132,Week,星期三 ,星期一,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959.5668947000013,1.0151897000032477,960.6623516000036,960.5791125000032,961.4621416999944,961.5620438999977,961.5620438999977,961.5620438999977,left,1,0.7300024999858579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
141,Week,星期四,星期三 ,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962.3241438000041,1.0123662000114564,963.4114482000077,963.3280949999971,964.2112360999963,964.3112028999967,964.3112028999967,964.3112028999967,down,1,1.4460275000019465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
152,Week,星期一,星期二,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965.787227300003,1.0140051999915158,966.8770236000055,966.7936415000077,967.6766972999976,967.7767329999988,967.7767329999988,967.7767329999988,down,0,0.9804631000006339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
27,Month,五月,六月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968.7890007000024,1.0104549000097904,969.8758357999977,969.7925270000051,970.6756718000033,970.7757894000024,970.7757894000024,970.7757894000024,up,1,1.4212225999945076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
49,Month,六月,五月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972.2289103000003,0.9990837999939686,973.3248987000043,973.241488599997,974.1244828999988,974.2245244000005,974.2245244000005,974.2245244000005,right,1,1.2919670999981463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
44,Month,八月,四月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976.5500492000065,1.0144484999909764,977.6399650000021,977.5567404999965,978.4399668000042,978.5398273999963,978.5398273999963,978.5398273999963,left,1,1.0160189000016544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
147,Week,星期五,星期二,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979.5825887000028,1.0116409000038402,980.672407900005,980.5891485999964,981.4722271999999,981.5718489000064,981.5718489000064,981.5718489000064,up,1,3.07206559999031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
121,Week,星期四,星期日,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984.6804306000049,1.0126790999929653,985.7706733000014,985.6874536000032,986.5703851000071,986.6705506000071,986.6705506000071,986.6705506000071,down,1,2.365860799996881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
15,Month,六月,九月 ,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,989.0624003000048,1.0112701000034576,990.1526954999936,990.0693370000008,990.9522373,991.0522885000028,991.0522885000028,991.0522885000028,right,1,1.4321729999937816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
6,Month,六月,七月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992.5165219999981,1.012448299996322,993.6014909000005,993.5181304000071,994.4011469000034,994.501145299997,994.501145299997,994.501145299997,left,1,1.2159153999964474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
79,Month,三月,二月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995.7535897999987,1.0099922000081278,996.8336984999987,996.7670823000008,997.6335265000016,997.7334205000006,997.7334205000006,997.7334205000006,up,1,0.9585646999912569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
111,Week,星期一,星期四,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998.7268557999996,1.0116854000079911,999.8159878000079,999.7326231999978,1000.6161428999985,1000.715872000008,1000.715872000008,1000.715872000008,up,1,2.3198001999844564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
27,Month,七月,九月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.0751165000038,1.0116216000023996,1004.1646028000032,1004.0814823000037,1004.964255100007,1005.0644370000009,1005.0644370000009,1005.0644370000009,up,1,1.876147300004959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
48,Month,五月,四月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006.9689231000011,1.0144662999955472,1008.0632935999965,1007.9800136000049,1008.8631157999989,1008.9630420999965,1008.9630420999965,1008.9630420999965,right,1,1.4180410999979358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
135,Week,星期日,星期四,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010.424191200007,0.9992204000009224,1011.5121824000016,1011.4288979000048,1012.3119517999949,1012.4120096000042,1012.4120096000042,1012.4120096000042,left,1,2.144627000001492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
74,Month,六月,四月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014.5869113000008,1.0111930999992182,1015.6775188999964,1015.5941919999968,1016.4774724999952,1016.5774402000025,1016.5774402000025,1016.5774402000025,up,1,1.7942168999870773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
106,Week,星期三 ,星期四,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018.3988381000017,1.0155499999964377,1019.4929183999993,1019.4096128000019,1020.2925593000036,1020.3925690999968,1020.3925690999968,1020.3925690999968,right,1,2.2510177999938605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
2,Month,二月,四月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.686426399996,1.0129324000008637,1023.7746694000016,1023.6916746999996,1024.5746086000072,1024.6745972999997,1024.6745972999997,1024.6745972999997,left,1,0.9451537999993889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
3,Month,三月,七月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.6500698999953,1.0106839000072796,1026.740472700003,1026.6572369999994,1027.5402638000014,1027.640303500004,1027.640303500004,1027.640303500004,left,1,0.7882593000103952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
132,Week,星期二,星期一,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028.4713914999957,1.0135955000005197,1029.556277600008,1029.4730167000016,1030.3559706000015,1030.455911799996,1030.455911799996,1030.455911799996,left,1,2.0836656000028597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
56,Month,五月,二月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032.5804632,1.0156417000107467,1033.671614400002,1033.5883545000033,1034.4713158000013,1034.5713418000014,1034.5713418000014,1034.5713418000014,down,1,2.2254277000029106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
142,Week,星期六,星期四,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,31,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1036.8299409999963,1.0112377999903401,1037.920140299997,1037.8367784999937,1038.7198480000006,1038.8199592999954,1038.8199592999954,1038.8199592999954,down,1,1.223796999984188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
