No,Category,earlier_stim,later_stim,conguency,orientation,instruction,corr_resp,Instruction_stim,early_position,late_position,distance,congruency,Image,Qustion,Response,CorrAns,Path,prac_block.thisRepN,prac_block.thisTrialN,prac_block.thisN,prac_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,break1.thisRepN,break1.thisTrialN,break1.thisN,break1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,break2.thisRepN,break2.thisTrialN,break2.thisN,break2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,break3.thisRepN,break3.thisTrialN,break3.thisN,break3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,intro_1.started,intro_2.started,intro2_resp.started,intro2_resp.keys,intro2_resp.rt,Intro_3.started,intro3_resp.started,intro3_resp.keys,intro3_resp.rt,pracintro.started,pracintro_resp.started,pracintro_resp.keys,pracintro_resp.rt,image.started,early.started,RESP.started,late.started,pracfeedback.started,pracfeedback.stopped,text_4.started,text_4.stopped,text_5.started,baselinerecord.started,intro_5.started,intro5_resp.started,intro5_resp.keys,intro5_resp.rt,main_image_2.started,etRecord.started,main_image_2.stopped,fix.started,fix.stopped,main_early.started,ct_resp.started,main_late.started,ct_resp.keys,ct_resp.corr,ct_resp.rt,intro.started,intro2_resp_2.started,intro2_resp_2.keys,intro2_resp_2.rt,fengjing.started,text.started,fengjing.stopped,text.stopped,key_resp.started,text_2.started,text_3.started,key_resp.keys,key_resp.corr,key_resp.rt,intro_6.started,intro5_resp_2.started,intro5_resp_2.keys,intro5_resp_2.rt,intro_3.started,intro2_resp_3.started,intro2_resp_3.keys,intro2_resp_3.rt,intro_7.started,intro2_resp_5.started,intro2_resp_5.keys,intro2_resp_5.rt,intro_4.started,intro2_resp_4.started,intro2_resp_4.keys,intro2_resp_4.rt,intro_8.started,intro2_resp_6.started,intro2_resp_6.keys,intro2_resp_6.rt,theend.started,theend.stopped,participant,session,date,expName,psychopyVersion,frameRate,
46,Month,三月,二月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,47,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.2606001999811,1.0132063000346534,798.2650716999779,798.3484889999963,799.148351699987,799.2482808000059,799.2482808000059,799.2482808000059,right,1,0.7635659999796189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
50,Month,七月,六月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48,48,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0384721999872,1.0130140000255778,801.0476359000313,801.1308775999933,801.9306122999988,802.0307706000167,802.0307706000167,802.0307706000167,right,1,0.6926290999981575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
63,Month,十一月 ,七月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,49,49,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.75480960001,1.014731600007508,803.7633455999894,803.846653399989,804.6464274000027,804.7462957000243,804.7462957000243,804.7462957000243,up,1,1.0658650000113994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.8299286999973,805.8299286999973,space,1.8538462999858893,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
,,,,,,,,,,,,,Spring 2.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.8055022000335,811.6973890999798,811.8106675000163,813.71038579999,813.71038579999,813.71038579999,813.71038579999,right,0,0.7883186000399292,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
,,,,,,,,,,,,,Spring 1.jpg,这是春天吗？,是,Left,Break_material/Image/Spring 1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814.581832099997,818.5124161000131,818.5918421000242,820.5243810000247,820.5243810000247,820.5243810000247,820.5243810000247,left,0,0.3587989999796264,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
,,,,,,,,,,,,,Spring 5.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.3439727000077,824.8948200999876,825.3397485000314,826.9059371000039,826.9059371000039,826.9059371000039,826.9059371000039,right,0,0.2903379999916069,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
,,,,,,,,,,,,,Spring 3.jpg,这是夏天吗？,否,Right,Break_material/Image/Spring 3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.458769000019,831.2084089000127,831.4542374000303,833.2203699999955,833.2203699999955,833.2203699999955,833.2203699999955,left,0,0.3269914999837056,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
,,,,,,,,,,,,,Spring 4.jpg,这是秋天吗？,否,Right,Break_material/Image/Spring 4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.7754446000326,837.5568516000058,837.7855099000153,839.5683121000184,839.5683121000184,839.5683121000184,839.5683121000184,right,0,0.28301110002212226,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.8682956999983,839.8682956999983,space,1.3038242000038736,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
3,Month,三月,六月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.254842400027,0.9995494000031613,842.2676567999879,842.2839776999899,843.0838360000052,843.2003288000124,843.2003288000124,843.2003288000124,left,1,0.5952410000027157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
1,Month,一月,五月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.8289982000133,1.015315400029067,844.8331574000185,844.9163736000191,845.7162644999917,845.8161820999812,845.8161820999812,845.8161820999812,left,1,0.5723722000257112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
18,Month,二月,六月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.423578899994,1.0117188000003807,847.4324485000107,847.5157448999817,848.3152637000312,848.4152382999891,848.4152382999891,848.4152382999891,up,1,1.140219499997329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
29,Month,二月,五月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.5917875000159,1.0114967000554316,850.5979199000285,850.6811561000068,851.4808999000234,851.5810897999909,851.5810897999909,851.5810897999909,down,1,0.7664057000074536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
112,Week,星期二,星期四,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.3758609999786,1.0108712000073865,853.3804490999901,853.46376220003,854.2634473000071,854.3633104999899,854.3633104999899,854.3633104999899,up,1,0.77671340003144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
56,Month,五月,二月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.1677797000157,0.9994422000017948,856.1792182000354,856.2626349999919,857.062631000008,857.1623925000313,857.1623925000313,857.1623925000313,down,1,0.8008187999948859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
49,Month,六月,五月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.0013966999832,1.0142410999978893,859.0117949999985,859.0950775999809,859.8948567000334,859.9948117000167,859.9948117000167,859.9948117000167,right,1,1.4089663999620825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
98,Week,星期二,星期四,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.4315936000203,1.0155141999712214,862.44395049999,862.5273405000335,863.3269963000203,863.42715459998,863.42715459998,863.42715459998,left,1,0.6800264000194147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
149,Week,星期六,星期四,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.1401747000054,1.0117901000194252,865.1430437000236,865.2264163999935,866.0261057000025,866.1263119999785,866.1263119999785,866.1263119999785,up,1,1.1575249000452459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
114,Week,星期四,星期六,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.3188240000163,1.012666700000409,868.325360900024,868.4088026999962,869.2085894999909,869.3087296999875,869.3087296999875,869.3087296999875,up,1,1.4075600000214763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
121,Week,星期四,星期日,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.7538599999971,1.0145038000191562,871.7575747999945,871.8409339000355,872.6406541999895,872.7406716999831,872.7406716999831,872.7406716999831,down,1,0.7110185000346974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
100,Week,星期四,星期六,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.4801640000078,1.0146527999895625,875.4898611999815,875.5731837999774,876.3727130999905,876.4728212000336,876.4728212000336,876.4728212000336,left,1,0.7307397999684326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
138,Week,星期一,星期日,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.2307849000208,1.0158210000372492,878.238953299995,878.3223484000191,879.1217702000285,879.2219317000126,879.2219317000126,879.2219317000126,right,0,1.029171200003475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
74,Month,九月 ,八月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.2831559000188,1.0148576999781653,881.2878212999785,881.3711922999937,882.1710053000133,882.2707469000015,882.2707469000015,882.2707469000015,down,1,2.620985399989877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
142,Week,星期六,星期四,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,884.9257646999904,1.0134762999950908,885.936268599995,886.0197330000228,886.8193266000017,886.9193076000083,886.9193076000083,886.9193076000083,left,0,1.9405089999781922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
60,Month,六月,五月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.8976653999998,1.0110524999909103,889.9016886000172,889.9849679000326,890.7846724999836,890.8846651000204,890.8846651000204,890.8846651000204,left,1,1.8868931999895722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
125,Week,星期四,星期一,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,892.8103465000167,1.013347000000067,893.8169339000015,893.9002983000246,894.7001158000203,894.8000409000088,894.8000409000088,894.8000409000088,right,1,0.7241500000236556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
28,Month,一月,四月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,895.5642148000188,1.0105365000199527,896.5662015000125,896.649419000023,897.449315899983,897.5491488000262,897.5491488000262,897.5491488000262,down,1,1.7980787999695167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
35,Month,五月,七月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.3707121000043,1.0140743000083603,900.3814205999952,900.4648230000166,901.2645413000137,901.3646713999915,901.3646713999915,901.3646713999915,down,1,0.9117144999909215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
41,Month,八月,九月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.3049712000065,1.0124244999606162,903.3140050999937,903.3971958000329,904.1969913999783,904.2968649999821,904.2968649999821,904.2968649999821,down,1,0.9463438999955542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
132,Week,星期三 ,星期一,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.271636200021,1.0111889999825507,906.2794961000327,906.3630261999788,907.1627027000068,907.2625315000187,907.2625315000187,907.2625315000187,left,1,0.6920941999997012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
74,Month,六月,四月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.9854016000172,1.0127225000178441,908.995369900018,909.0788360000006,909.8783891000203,909.9784028999857,909.9784028999857,909.9784028999857,up,1,0.9689216000260785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
73,Month,八月,七月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,910.9982451000251,1.0100619999575429,912.0109837999917,912.0777996000252,912.8772754999809,912.9775385999819,912.9775385999819,912.9775385999819,down,1,1.3457224000012502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
39,Month,六月,三月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,914.3517542000045,1.0113520000013523,915.3599091999931,915.4432182000019,916.2428961999831,916.3428771999897,916.3428771999897,916.3428771999897,right,1,0.5881221999879926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
141,Week,星期四,星期三 ,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,916.9640635999967,0.9991242000251077,917.9757182000321,918.0591133999988,918.8588142999797,918.9586918000132,918.9586918000132,918.9586918000132,down,1,0.8053711999673396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
132,Week,星期二,星期一,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,919.8071878000046,1.0122835999936797,920.8081606000196,920.8914196999976,921.691223700007,921.7911174999899,921.7911174999899,921.7911174999899,left,1,0.6607016999623738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
147,Week,星期五,星期二,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,922.4832618000219,1.0116842999705113,923.4904741999926,923.5738128999947,924.373614799988,924.4737742000143,924.4737742000143,924.4737742000143,up,1,0.8737187999649905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
2,Month,二月,四月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.3881037000101,1.0131229999824427,926.3898885999806,926.4730516999844,927.2726510000066,927.3726991000003,927.3726991000003,927.3726991000003,left,1,0.6785036000073887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
6,Month,六月,七月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,929.0791051000124,1.0142972000176087,930.0884411000297,930.1718661999912,930.9715448999777,931.0716768000275,931.0716768000275,931.0716768000275,left,1,0.716586800001096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
111,Week,星期一,星期四,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,931.8120985000278,1.0115018999786116,932.8208387999912,932.9041055000271,933.7038631000323,933.8040838000015,933.8040838000015,933.8040838000015,up,1,1.0877743000164628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
20,Month,十月 ,十二月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,30,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,934.9332652000012,1.011549599992577,935.9365532000083,936.0198054999928,936.8195368000306,936.9195037999889,936.9195037999889,936.9195037999889,right,1,0.8441594000323676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
3,Month,三月,七月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,31,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,937.79761280003,1.0112105999724008,938.8021702999831,938.885457700002,939.6854287000024,939.785280400014,939.785280400014,939.785280400014,left,1,0.9297547999885865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
135,Week,星期日,星期四,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.7461939000059,1.0151719000423327,941.7514131999924,941.8345361999818,942.634368100029,942.7343885999871,942.7343885999871,942.7343885999871,left,1,1.0450049000210129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
27,Month,五月,六月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,33,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,943.8076039000298,0.9990321000223048,944.8168270000024,944.9002778999857,945.6998862000182,945.7998914000345,945.7998914000345,945.7998914000345,up,1,0.8275626000249758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
44,Month,八月,四月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34,34,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,946.6603630000027,1.012394100020174,947.6659017999773,947.7494464000338,948.5491427999805,948.6490871999995,948.6490871999995,948.6490871999995,left,1,0.9059457999537699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
