No,Category,earlier_stim,later_stim,conguency,orientation,instruction,corr_resp,Instruction_stim,early_position,late_position,distance,congruency,Image,Qustion,Response,CorrAns,Path,prac_block.thisRepN,prac_block.thisTrialN,prac_block.thisN,prac_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,break1.thisRepN,break1.thisTrialN,break1.thisN,break1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,break2.thisRepN,break2.thisTrialN,break2.thisN,break2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,break3.thisRepN,break3.thisTrialN,break3.thisN,break3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,intro_1.started,intro_2.started,intro2_resp.started,intro2_resp.keys,intro2_resp.rt,Intro_3.started,intro3_resp.started,intro3_resp.keys,intro3_resp.rt,pracintro.started,pracintro_resp.started,pracintro_resp.keys,pracintro_resp.rt,image.started,early.started,RESP.started,late.started,pracfeedback.started,pracfeedback.stopped,image.stopped,text_4.started,text_4.stopped,text_5.started,baselinerecord.started,intro_5.started,intro5_resp.started,intro5_resp.keys,intro5_resp.rt,main_image_2.started,etRecord.started,main_image_2.stopped,fix.started,fix.stopped,main_early.started,ct_resp.started,main_late.started,ct_resp.keys,ct_resp.corr,ct_resp.rt,intro.started,intro2_resp_2.started,intro2_resp_2.keys,intro2_resp_2.rt,fengjing.started,text.started,fengjing.stopped,text.stopped,key_resp.started,text_2.started,text_3.started,key_resp.keys,key_resp.corr,key_resp.rt,intro_6.started,intro5_resp_2.started,intro5_resp_2.keys,intro5_resp_2.rt,intro_3.started,intro2_resp_3.started,intro2_resp_3.keys,intro2_resp_3.rt,intro_7.started,intro2_resp_5.started,intro2_resp_5.keys,intro2_resp_5.rt,intro_4.started,intro2_resp_4.started,intro2_resp_4.keys,intro2_resp_4.rt,intro_8.started,intro2_resp_6.started,intro2_resp_6.keys,intro2_resp_6.rt,theend.started,theend.stopped,participant,session,date,expName,psychopyVersion,frameRate,
52,Month,八月,四月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,45,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.332617099979,1.011015199997928,723.3394347999711,723.4226724000182,724.2223480999819,724.3224576999783,724.3224576999783,724.3224576999783,down,1,0.7981227000127546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
133,Week,星期五,星期二,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,46,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.1469770999975,1.0145925999968313,727.1547925000195,727.2380667999969,728.0377715000068,728.1378041999997,728.1378041999997,728.1378041999997,left,1,0.6707822000025772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
50,Month,七月,六月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,47,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.8509945999831,1.0109640000155196,729.8539087999961,729.9373113000183,730.7372373000253,730.8372261999757,730.8372261999757,730.8372261999757,right,1,0.9320064000203274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
46,Month,三月,二月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48,48,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.7952121999697,1.0114777999697253,732.8029334999737,732.88620790001,733.6860226999852,733.7860261999886,733.7860261999886,733.7860261999886,right,1,0.7429490000358783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
43,Month,七月,三月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,49,49,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.5643231999711,1.0111856000148691,735.5687959999777,735.6519681999926,736.4517151999753,736.551635699987,736.551635699987,736.551635699987,left,1,0.673496300005354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.2419332999852,738.2419332999852,space,2.414136200037319,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
,,,,,,,,,,,,,Spring 5.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.1615731000202,744.6701512999716,745.165643299988,746.6815911000012,746.6815911000012,746.6815911000012,746.6815911000012,right,0,0.44803219998721033,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
,,,,,,,,,,,,,Spring 3.jpg,这是夏天吗？,否,Right,Break_material/Image/Spring 3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.3838398000225,751.1339058000012,751.3798831999884,753.1461182999774,753.1461182999774,753.1461182999774,753.1461182999774,right,0,0.43074699997669086,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
,,,,,,,,,,,,,Spring 4.jpg,这是秋天吗？,否,Right,Break_material/Image/Spring 4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.7957958999905,757.5829644000041,757.7944708999712,759.5938452000264,759.5938452000264,759.5938452000264,759.5938452000264,right,0,1.7585529999923892,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
,,,,,,,,,,,,,Spring 1.jpg,这是春天吗？,是,Left,Break_material/Image/Spring 1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.4441479999805,765.3619027999812,765.4419417000026,767.3747890000232,767.3747890000232,767.3747890000232,767.3747890000232,left,0,0.30570309999166057,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
,,,,,,,,,,,,,Spring 2.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.7743752999813,771.693543899979,771.7732446999871,773.7062185999821,773.7062185999821,773.7062185999821,773.7062185999821,right,0,0.5272642000345513,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774.2558415000094,774.2558415000094,space,2.9045947999693453,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
112,Week,星期二,星期四,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777.2045979999821,0.9994897000142373,778.20457479998,778.2878785000066,779.087470599974,779.187425400014,779.187425400014,779.187425400014,up,1,0.8937560999765992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
100,Week,星期四,星期六,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.1137589999707,1.0111033000284806,781.1200942000141,781.2035194999771,782.003280600009,782.1032085000188,782.1032085000188,782.1032085000188,left,1,0.8898630999610759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
3,Month,三月,七月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.0282543000067,1.0134662999771535,784.0357121999841,784.1191454000073,784.9189490000135,785.0187655999907,785.0187655999907,785.0187655999907,left,1,1.1578543999930844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
125,Week,星期四,星期一,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.2078069999698,1.0142221999703906,787.2180992999929,787.3014180000173,788.1013596999692,788.201381299994,788.201381299994,788.201381299994,right,1,0.854682800010778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
149,Week,星期六,星期四,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.0967034000205,1.0106497999513522,790.1007740999921,790.184025799972,790.9837032000069,791.083833599987,791.083833599987,791.083833599987,up,1,1.0777468999731354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
39,Month,六月,三月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.1935971999774,1.0119293999741785,793.1997643000213,793.2829554000054,794.082794099988,794.1827404000214,794.1827404000214,794.1827404000214,right,1,0.6663407000014558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
139,Week,星期三 ,星期一,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.8750410000212,1.0111677999957465,795.8822035000194,795.9654327000026,796.7651800999884,796.8653545000125,796.8653545000125,796.8653545000125,down,1,0.9030486000119708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
132,Week,星期二,星期一,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.804583500023,0.9995050999568775,798.8145816000178,798.8980257000076,799.6975769000128,799.7974621999892,799.7974621999892,799.7974621999892,left,1,0.691936600022018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
141,Week,星期四,星期三 ,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.5223584999912,1.0151624999707565,801.530283399974,801.6137382999877,802.4134039999917,802.5133568000165,802.5133568000165,802.5133568000165,down,1,0.7994903000071645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
60,Month,六月,五月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.3441337000113,1.0122334000188857,804.3461926999735,804.4293926000246,805.2290548000019,805.3291887000087,805.3291887000087,805.3291887000087,left,1,0.7191985999816097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
135,Week,星期日,星期四,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.0871129999869,1.0117475999868475,807.095147199987,807.1783511000103,807.9781822999939,808.0781884000171,808.0781884000171,808.0781884000171,left,1,0.7224461999721825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
16,Month,五月,六月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.8333780000103,1.0146278000320308,810.84392319998,810.927373500017,811.7269390000147,811.8268369999714,811.8268369999714,811.8268369999714,right,1,0.7824386000283994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
3,Month,三月,六月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.6381241999916,1.0107837000396103,813.6428821000154,813.7262871999992,814.5260887999902,814.6260830999818,814.6260830999818,814.6260830999818,left,1,0.5995238000177778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
74,Month,六月,四月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815.2501905999961,0.999193700030446,816.2587588999886,816.3422167000244,817.1417677999707,817.2418487999821,817.2418487999821,817.2418487999821,up,1,0.7832419000333175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
120,Week,星期三 ,星期四,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.0471051000059,1.0147974999854341,819.05769039999,819.141135199985,819.9409415000118,820.0408277999959,820.0408277999959,820.0408277999959,down,1,1.0079094999819063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
67,Month,七月,四月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.0814127000049,1.0135054999846034,822.0902649000054,822.1735930999857,822.9731646999717,823.0731754999724,823.0731754999724,823.0731754999724,up,1,0.782813600031659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
49,Month,六月,五月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.8875199999893,1.0112893999903463,824.8893663000199,824.9724876999971,825.7722402000218,825.872406599985,825.872406599985,825.872406599985,right,1,0.6410946000250988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
48,Month,五月,四月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.5447033999953,1.0153831000206992,828.5547214000253,828.6380867999978,829.4377765000099,829.5378030000138,829.5378030000138,829.5378030000138,right,1,0.7994168999721296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
79,Month,三月,二月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.3667423999868,1.0110772000043653,831.3704682000098,831.4539240999729,832.2537220999948,832.3537051000167,832.3537051000167,832.3537051000167,up,1,1.1434461000026204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
132,Week,星期三 ,星期一,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.5286632999778,1.0108128000283614,834.5359756000107,834.6192913000123,835.4190131999785,835.519263299997,835.519263299997,835.519263299997,left,1,1.225281199964229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
147,Week,星期五,星期二,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.7774080000236,1.0124566000304185,837.7849950999953,837.8683153999737,838.6680354999844,838.7679550999892,838.7679550999892,838.7679550999892,up,1,0.7681694999919273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
15,Month,六月,九月 ,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.5757251000032,1.011914600036107,840.5841333999997,840.6672777999775,841.467063500022,841.567215099989,841.567215099989,841.567215099989,right,1,1.6265535000129603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
133,Week,星期三 ,星期二,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.2253528999863,1.0131158999865875,844.2328817999805,844.3164641999756,845.1158421,845.2159428999876,845.2159428999876,845.2159428999876,left,1,0.6802018000162207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
35,Month,五月,七月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.9255698000197,1.011576899967622,846.9320365000167,847.0156118000159,847.8150551000144,847.9151717000059,847.9151717000059,847.9151717000059,down,1,1.10871339996811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
152,Week,星期一,星期二,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.0581544999732,1.009549500013236,850.0642255999846,850.1477650000015,850.9474217999959,851.0473120000097,851.0473120000097,851.0473120000097,down,0,0.9688465999788605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
27,Month,七月,九月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.0557077000267,1.0154882000060752,854.0631041000015,854.1463374000159,854.9460189000238,855.0460132000153,855.0460132000153,855.0460132000153,down,0,1.1869642000528984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
138,Week,星期一,星期日,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.2693109000102,0.9993113999953493,857.2785196999903,857.3618101999746,858.1615982999792,858.261682100012,858.261682100012,858.261682100012,right,0,1.2262597999651916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
74,Month,九月 ,八月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.5203275000094,0.999420200008899,860.527488599997,860.6108944999869,861.4106219999958,861.5106126000173,861.5106126000173,861.5106126000173,up,0,1.345364500011783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
18,Month,二月,六月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.8849354999838,1.0117167999851517,863.8932005999959,863.9764380999841,864.7764481999911,864.8763669999898,864.8763669999898,864.8763669999898,up,1,0.8772942000068724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
44,Month,八月,四月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.788172999979,1.011181799985934,866.7921954999911,866.8753965999931,867.6752711000154,867.7751066000201,867.7751066000201,867.7751066000201,left,1,1.5702999999630265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
111,Week,星期一,星期四,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,30,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.3874757000012,1.0107824999722652,870.3910759999999,870.4742686999962,871.2739565999946,871.3738910999964,871.3738910999964,871.3738910999964,up,1,1.6019673999981023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
41,Month,八月,九月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,31,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.0177054000087,1.0155140000279061,875.0230266000144,875.1061125000124,875.9059731999878,876.0058139999746,876.0058139999746,876.0058139999746,down,1,1.0986683000228368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
