No,Category,earlier_stim,later_stim,conguency,orientation,instruction,corr_resp,Instruction_stim,early_position,late_position,distance,congruency,Image,Qustion,Response,CorrAns,Path,prac_block.thisRepN,prac_block.thisTrialN,prac_block.thisN,prac_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,break1.thisRepN,break1.thisTrialN,break1.thisN,break1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,break2.thisRepN,break2.thisTrialN,break2.thisN,break2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,break3.thisRepN,break3.thisTrialN,break3.thisN,break3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,intro_1.started,intro_1.stopped,intro_2.started,intro2_resp.started,intro2_resp.keys,intro2_resp.rt,Intro_3.started,intro3_resp.started,intro3_resp.keys,intro3_resp.rt,pracintro.started,pracintro_resp.started,pracintro_resp.keys,pracintro_resp.rt,image.started,early.started,RESP.started,late.started,pracfeedback.started,pracfeedback.stopped,image.stopped,text_4.started,text_5.started,text_4.stopped,baselinerecord.started,intro_5.started,intro5_resp.started,intro5_resp.keys,intro5_resp.rt,main_image_2.started,etRecord.started,main_image_2.stopped,fix.started,fix.stopped,main_early.started,ct_resp.started,main_late.started,ct_resp.keys,ct_resp.corr,ct_resp.rt,intro.started,intro2_resp_2.started,intro2_resp_2.keys,intro2_resp_2.rt,fengjing.started,text.started,fengjing.stopped,text.stopped,key_resp.started,text_2.started,text_3.started,key_resp.keys,key_resp.corr,key_resp.rt,intro_6.started,intro5_resp_2.started,intro5_resp_2.keys,intro5_resp_2.rt,intro_3.started,intro2_resp_3.started,intro2_resp_3.keys,intro2_resp_3.rt,intro_7.started,intro2_resp_5.started,intro2_resp_5.keys,intro2_resp_5.rt,intro_4.started,intro2_resp_4.started,intro2_resp_4.keys,intro2_resp_4.rt,intro_8.started,intro2_resp_6.started,intro2_resp_6.keys,intro2_resp_6.rt,theend.started,participant,session,date,expName,psychopyVersion,frameRate,
43,Month,七月,三月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,45,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.5853221993893,1.0137419002130628,736.5975956991315,736.6808627992868,737.4805076997727,737.5805372996256,737.5805372996256,737.5805372996256,left,1,0.8174487007781863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
50,Month,六月,二月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,46,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.445510099642,1.0101717999204993,739.4464793996885,739.5299007995054,740.329508099705,740.4295330997556,740.4295330997556,740.4295330997556,down,1,1.7201876007020473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
61,Month,七月,六月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,47,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.18585209921,1.0154502000659704,743.1952607994899,743.2787186997011,744.0784930000082,744.1783586991951,744.1783586991951,744.1783586991951,left,1,1.2432541009038687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
63,Month,十一月 ,七月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48,48,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745.4507071999833,0.9990028999745846,746.4609361998737,746.5443730000407,747.343983899802,747.4439917998388,747.4439917998388,747.4439917998388,up,1,1.098767600953579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
50,Month,七月,六月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,49,49,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.5679368991405,1.0153986001387239,749.5765483994037,749.6598751991987,750.4595997994766,750.5595458997414,750.5595458997414,750.5595458997414,right,1,0.6378992013633251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.2262693997473,751.2262693997473,space,2.4988809004426003,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
,,,,,,,,,,,,,Spring 5.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754.222967799753,757.728650899604,758.2236626995727,759.7398291993886,759.7398291993886,759.7398291993886,759.7398291993886,right,0,1.2011325005441904,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
,,,,,,,,,,,,,Spring 4.jpg,这是秋天吗？,否,Right,Break_material/Image/Spring 4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.3505248995498,764.9590798998252,765.3548416998237,766.9710628995672,766.9710628995672,766.9710628995672,766.9710628995672,right,0,1.2427506009116769,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
,,,,,,,,,,,,,Spring 2.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.3122768998146,772.2234092997387,772.3191727995872,774.2353842994198,774.2353842994198,774.2353842994198,774.2353842994198,right,0,0.5072322003543377,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
,,,,,,,,,,,,,Spring 3.jpg,这是夏天吗？,否,Right,Break_material/Image/Spring 3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774.8309193998575,778.754042699933,778.8337832996622,780.7664836999029,780.7664836999029,780.7664836999029,780.7664836999029,left,0,0.3681116010993719,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
,,,,,,,,,,,,,Spring 1.jpg,这是春天吗？,是,Left,Break_material/Image/Spring 1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.2175928000361,785.1518015991896,785.2149519994855,787.1645301999524,787.1645301999524,787.1645301999524,787.1645301999524,left,0,0.5369921009987593,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.731046599336,787.731046599336,space,1.7546160006895661,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
2,Month,二月,四月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.5278178993613,0.9993690000846982,790.529817099683,790.6132535999641,791.4131271997467,791.5131223993376,791.5131223993376,791.5131223993376,left,1,0.7091725012287498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
112,Week,星期二,星期四,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.2555344998837,1.0110232001170516,793.2623290996999,793.3456974998116,794.1455170996487,794.2457004999742,794.2457004999742,794.2457004999742,up,1,0.7116855010390282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
44,Month,八月,四月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.9898518994451,1.0143577000126243,796.9945518998429,797.0777650000528,797.8775188997388,797.9776167999953,797.9776167999953,797.9776167999953,left,1,0.6359769003465772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
28,Month,一月,四月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.6536226999015,1.011914700269699,799.6601761998609,799.7435815995559,800.5432797996327,800.6433825995773,800.6433825995773,800.6433825995773,down,1,1.257608100771904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
27,Month,五月,六月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.9366442998871,1.0124037005007267,802.94258519914,803.0257403999567,803.8257265994325,803.9257258996367,803.9257258996367,803.9257258996367,up,1,1.5925242006778717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
73,Month,八月,七月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.5465325992554,1.014779000543058,806.5579735999927,806.6413455996662,807.441070699133,807.5410970998928,807.5410970998928,807.5410970998928,down,1,1.127852400764823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
79,Month,三月,二月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.702824799344,1.013972400687635,809.7069737995043,809.7903150999919,810.589917499572,810.6899985000491,810.6899985000491,810.6899985000491,up,1,1.3562822006642818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
142,Week,星期六,星期四,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.0865896996111,1.009960100054741,813.0891006998718,813.1726476997137,813.97218469996,814.072311299853,814.072311299853,814.072311299853,down,1,1.3658523010089993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
15,Month,六月,九月 ,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815.4667128995061,1.01542910002172,816.471384499222,816.5549228992313,817.354514000006,817.4545436995104,817.4545436995104,817.4545436995104,right,1,1.367043200880289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
114,Week,星期四,星期六,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.8661003997549,1.0104348994791508,819.8702671993524,819.9536007000133,820.7534356992692,820.8532085996121,820.8532085996121,820.8532085996121,up,1,1.489160600118339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
120,Week,星期三 ,星期四,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.3771674996242,1.0153264002874494,824.3852010993287,824.4684053994715,825.2684796992689,825.3683630991727,825.3683630991727,825.3683630991727,down,1,1.1016117008402944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
27,Month,七月,九月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.5130444997922,1.011501600034535,827.5176887996495,827.6011633994058,828.4006324997172,828.500694300048,828.500694300048,828.500694300048,up,1,1.5377827007323503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
60,Month,六月,五月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.083330899477,1.0098648993298411,831.0832979995757,831.1665369998664,831.9662667997181,832.066396699287,832.066396699287,832.066396699287,left,1,1.1147259008139372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
3,Month,三月,六月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.2120576994494,1.0113645000383258,834.2156769996509,834.2988738995045,835.0986306993291,835.1984276995063,835.1984276995063,835.1984276995063,left,1,1.2554500009864569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
35,Month,五月,七月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.4994287993759,1.010138699784875,837.4978249995038,837.5811985991895,838.3808505991474,838.4807026991621,838.4807026991621,838.4807026991621,down,1,0.7804847005754709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
22,Month,二月,四月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.2940467996523,1.0096369003877044,840.2968933992088,840.3803696995601,841.17988699954,841.2797930995002,841.2797930995002,841.2797930995002,up,1,0.9668368007987738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
152,Week,星期一,星期二,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.2701527997851,1.0150936003774405,843.2790957000107,843.3626276999712,844.1622236995026,844.2623657993972,844.2623657993972,844.2623657993972,down,0,0.9274345012381673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
121,Week,星期四,星期日,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.2160409996286,0.9991854000836611,846.2282307995483,846.311671199277,847.111286399886,847.2113212998956,847.2113212998956,847.2113212998956,down,1,1.123229200951755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
149,Week,星期六,星期四,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.3659647991881,0.9991987003013492,849.3772684996948,849.4604158997536,850.2603266993538,850.3600788991898,850.3600788991898,850.3600788991898,up,1,0.9495643004775047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
33,Month,六月,九月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851.3321437994018,1.0140996994450688,852.3430381994694,852.4262464996427,853.2259952994063,853.3260769993067,853.3260769993067,853.3260769993067,down,1,0.8555163005366921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
1,Month,一月,五月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.2179447999224,1.0143382996320724,856.2249234998599,856.3083456996828,857.1080161994323,857.2080222992226,857.2080222992226,857.2080222992226,left,1,0.7902835011482239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
3,Month,三月,四月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.0280882995576,0.9992575002834201,859.040633299388,859.1240888992324,859.9235780993477,860.0238612992689,860.0238612992689,860.0238612992689,left,1,0.598492500372231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
6,Month,六月,七月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.6452281996608,1.0142771005630493,862.6561777992174,862.7394268000498,863.5391480997205,863.6391064999625,863.6391064999625,863.6391064999625,left,1,0.6541298003867269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
20,Month,十月 ,十二月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.3325574994087,0.9992399998009205,865.3385399999097,865.4219547994435,866.2217068998143,866.3217048998922,866.3217048998922,866.3217048998922,right,1,0.9238850008696318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
3,Month,三月,七月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.2805583998561,1.0152925997972488,868.2876799991354,868.3709020996466,869.1707456996664,869.2706566993147,869.2706566993147,869.2706566993147,left,1,0.7508933003991842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
16,Month,五月,六月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.0640134997666,1.0121216997504234,871.0700750993565,871.1534763993695,871.953068099916,872.0532649997622,872.0532649997622,872.0532649997622,right,1,0.897172000259161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
135,Week,星期日,星期四,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.9788264995441,1.0104248002171516,873.9855567999184,874.069290199317,874.8687708992511,874.968712599948,874.968712599948,874.968712599948,left,1,1.5659066000953317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
100,Week,星期四,星期六,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.5626185992733,1.012126300483942,877.5679095992818,877.6511210994795,878.4508313992992,878.5509351994842,878.5509351994842,878.5509351994842,left,1,1.6552320010960102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
67,Month,七月,四月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.2475820994005,0.9990798998624086,881.2499495996162,881.3334352998063,882.1331213992089,882.2330947993323,882.2330947993323,882.2330947993323,up,1,0.8771281009539962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
132,Week,星期三 ,星期一,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.1371831996366,1.0157682998105884,884.1490600993857,884.2325355997309,885.0318541992456,885.1318663991988,885.1318663991988,885.1318663991988,left,1,0.6981143010780215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
41,Month,八月,九月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,30,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.8581717992201,1.0106490002945065,886.8649182999507,886.9481699997559,887.7478773994371,887.8478884994984,887.8478884994984,887.8478884994984,up,0,0.9015213008970022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
39,Month,六月,三月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,31,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.7930494993925,1.0123675996437669,889.7971792994067,889.8804126996547,890.6802153997123,890.7802242999896,890.7802242999896,890.7802242999896,right,1,0.9614645009860396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
